parent_asin,title,family,leaf_category,quality_tier,predicted_pool_member,selection_frequency,rating_number,test_event_count,max_history_length,quality_history_13,quality_history_10_rating_4,quality_catalog_history,average_rating,metadata_nonempty_count
B08K6N5Z3S,Fin Fun Starter Mermaid Tail and Monofin for Swimming for Kids – Boys & Girls,clothing,Swimwear,low_likelihood,False,0.0,521.0,2.0,6,0,0,0,4.5,8.0
B08K8PMCZ8,LucMatton Men's African 2 Piece Set Long Sleeve Gold Print Dashiki and Pants Outfit Traditional Suit,clothing,Suits,low_likelihood,False,0.0,649.0,2.0,6,0,0,1,4.3,9.0
B08KDH1KT5,"UnderZero Eco frendly Repreve Scarf,Oversize Soft Cashmere like Pashmina,Winter Warm Shawl Wrap,Fashion Scarf in Solid Colors",accessories,Wraps & Pashminas,low_likelihood,False,0.0,75.0,1.0,6,0,0,0,4.2,7.0
B08KG8RYMK,Women's Lined Fleece Plaid Shirt Jacket Sherpa Fleece Throughout Flannel Shirt Jac,clothing,Fleece,low_likelihood,False,0.0,418.0,3.0,5,0,0,1,4.6,8.0
B08KZLYD5D,JSCEND Women's Mock Neck Long Sleeve Solid Basic Soft Stretch Pullover Knit Sweater,clothing,Pullovers,low_likelihood,False,0.0,143.0,1.0,26,1,1,1,4.4,8.0
B08L4TC446,Skechers Women's Ballet Flat,shoes,Flats,low_likelihood,False,0.0,196.0,2.0,6,0,0,0,4.4,9.0
B08L7926KL,AIRIKE Pajamas for Women Loose Fit Open Legs Bottoms Cotton Comfy Loungewear Sets Lounge Bottom Plaid Pants with Pockets,clothing,Bottoms,low_likelihood,False,0.0,258.0,1.0,12,0,1,0,4.2,8.0
B08LCXJ65Y,"Melo Tough Y back suspenders airport friendly Suspenders,NO buzz with Plastic Clip 1.5 inch fully elastic braces (Black)",accessories,Suspenders,low_likelihood,False,0.0,36.0,1.0,4,0,0,0,4.3,8.0
B08LMMB4J2,"Sydbecs Wool Beret Hats for Women Ladies Girls, French Barret Hat Solid Color Style",accessories,Berets,low_likelihood,False,0.0,314.0,1.0,21,1,1,0,4.5,8.0
B08LTQG79Y,Loungefly Star Wars Baby Yoda The Mandalorian All Over Print Wallet,accessories,Wallets,low_likelihood,False,0.0,256.0,1.0,13,1,1,1,4.9,9.0
B08M64C67V,AMORUN Men's Lightweight Pullover Fleece Long Sleeve Drawstring Casual Hooded Sweatshirt,clothing,Fashion Hoodies & Sweatshirts,low_likelihood,False,0.0,90.0,1.0,7,0,0,0,4.7,8.0
B08M8P55WZ,"ZOMAKE Shoe Horn Long Handle for Seniors, 12"" to 28"" Adjustable Plastic Shoehorn for Men Women","shoe, jewelry & watch accessories",Shoe Horns & Boot Jacks,low_likelihood,False,0.0,592.0,1.0,9,0,0,0,4.5,7.0
B08M9MPQL1,Richealnana Women's Clear PVC High Heels Ankle Buckle Heeled Sandals,shoes,Heeled Sandals,low_likelihood,False,0.0,116.0,1.0,4,0,0,0,3.9,8.0
B08MSLD3QN,adidas Men's Aeroready Designed 2 Move Sport 3-Stripes Tank Top,clothing,Active Shirts & Tees,low_likelihood,False,0.0,491.0,2.0,9,0,0,0,4.5,8.0
B08MT9ZM8V,Calvin Klein Women's Polished Wool Coat with Button Detail,clothing,Wool & Pea Coats,low_likelihood,False,0.0,171.0,1.0,6,0,0,1,4.3,7.0
B08NVKP5HS,"Boot Dryer,Travel Shoe Dryers Warmer,Foot Dryer Winter Household for Family,Drying,Eliminate Damp & Odor for Shoes","shoe, jewelry & watch accessories",Shoe Dryers,low_likelihood,False,0.0,304.0,2.0,10,0,1,0,4.1,8.0
B08NYQR9PB,PUMA Women's Active Tights,clothing,Leggings,low_likelihood,False,0.0,149.0,1.0,6,0,0,0,4.1,8.0
B08P2MG8QH,Tremaker Women's 2 in 1 Running Workout Shorts Hight Wasit Gym Yoga Jogging Athletic Shorts with Pockets,clothing,Active Shorts,low_likelihood,False,0.0,474.0,3.0,8,0,0,1,4.2,8.0
B08P2SXC54,ayreus Women's Floral Prints V-Neck Blouse Shirts Button Down Long Sleeve Flowy Tunic Top,clothing,Blouses & Button-Down Shirts,low_likelihood,False,0.0,79.0,2.0,8,0,0,0,3.7,8.0
B08P5MXWDD,Collsants Small Purse Mini Nylon Crossbody Bag for Women Girls Cell Phone Purse Wallet Travel Purse,bags,Crossbody Bags,low_likelihood,False,0.0,170.0,1.0,6,0,0,0,4.0,8.0
B08P78BVWF,TIANCI FBYJS 5 Pairs Skull Acrylic Ear Gauges Plugs and Tunnels Ear Stretcher Expander Double Flared Screw Plug Piecing,jewelry,Plugs,low_likelihood,False,0.0,171.0,1.0,4,0,0,0,4.4,8.0
B08PBRV9VD,BesserBay Women's Zipper Hooded Rash Guard Shirt Coverups Dress UPF 50+ with Pocket,clothing,Rash Guard Shirts,low_likelihood,False,0.0,190.0,2.0,8,0,0,0,3.9,8.0
B08PKMSPWL,MAVMAX Women's Ankle Boots Lace up Chunky High Heels Platform Booties,boot shop,Combat,low_likelihood,False,0.0,65.0,2.0,5,0,0,0,4.1,9.0
B08PVJVCT2,Ckikiou Womens Ruffle Chiffon Dress V Neck Short Long Sleeve Floral Print Flowy Swing Boho Summer Dresses,clothing,Dresses,low_likelihood,False,0.0,198.0,3.0,8,0,0,0,3.8,8.0
B08PYSZ17Z,Gonex Nylon Tote Organizer Purse Insert Pocketbook Organizer Insert Handbag Divider with Handles Zipper Closure Fit Speedy Neverful Graceful,accessories,Handbag Organizers,low_likelihood,False,0.0,2900.0,1.0,4,0,0,0,4.5,7.0
B08QJHBJVW,"Skechers Women's GO Walk Hyper Burst-Space Insight Sneaker, Black/White, 8.5",shoes,Walking,low_likelihood,False,0.0,3.0,3.0,7,0,0,2,3.7,8.0
B08QPCK8HW,Jessica Simpson Womens Kassime Slides Slip On Dress Sandals,shoes,Slides,low_likelihood,False,0.0,67.0,2.0,6,0,0,0,3.8,8.0
B08QRZ582Y,ONCAI Women’s Recovery Flip Flops Comfortable Arch Support Thong Sandals with thick EVA sole for indoor outdoor Beach Pool,shoes,Flip-Flops,low_likelihood,False,0.0,578.0,2.0,12,0,1,1,4.1,7.0
B08QTTFVXS,MEMON Women Shower Sandal Slippers with Drainage Holes Quick Drying Bathroom Slippers Non-Slip Soft Sole Open Toe Indoor House Slippers,shoes,Slippers,low_likelihood,False,0.0,146.0,1.0,7,0,0,0,4.4,8.0
B08R3MDGW5,"Panama Hats for Women Men Sun Straw Hat Wide Brim Fedora Hats Beach Hat UV UPF 50+ 2 Pack,Khaki&White",accessories,Sun Hats,low_likelihood,False,0.0,123.0,2.0,12,0,1,0,3.8,7.0
B08R8Z2F9X,"FITORY Men's Women's Slip on Sneakers Sandals, Garden Clogs Casual Slipper Indoor Outdoor Slides Unisex",shoes,Mules & Clogs,low_likelihood,False,0.0,675.0,1.0,9,0,0,1,4.1,7.0
B08RJBXXRH,S-ZONE Women Shoulder Tote Bag Crossbody Handbag Purses with Front Pockets Faux Leather,bags,Totes,low_likelihood,False,0.0,212.0,2.0,5,0,0,0,4.3,7.0
B08S6XCSHM,latest aso oke auto gele headtie Already Handmade african Cap Nigerian Wedding Gele women braid turbans Ladies head wraps (Gold),accessories,Skullies & Beanies,low_likelihood,False,0.0,95.0,2.0,11,0,0,1,4.1,9.0
B08SB7J57T,Hummingbird Cardinal Dangle Drop Earrings for Women 925 Sterling Silver Cubic Zirconia Teardrop Fish Hook Dainty Bird Flower Jewelry Hypoallergenic Earring for Women’s Sensitive Ears Gifts,jewelry,Drop & Dangle,low_likelihood,False,0.0,108.0,2.0,5,0,0,0,4.7,9.0
B08SBRYSDS,VERO MONTE 1-2 Pairs Womens Thick & Warm Slipper Socks with Non Slip Grippers - House Socks,clothing,Slipper Socks,low_likelihood,False,0.0,4562.0,1.0,5,0,0,0,4.4,8.0
B08SMH8SXQ,KLKE Layered Gold Necklaces for Women Jewelry Dainty Moon and Star Pendant Choker Necklaces for Mothers Day Gifts,jewelry,Chokers,low_likelihood,False,0.0,80.0,1.0,5,0,0,1,4.4,8.0
B08SQ7MMN3,EMPERIA Full Grain Leather Purse Crossboby Shoulder Bag Strap Replacement – 43-53 Inch,bags,Shoulder Bags,low_likelihood,False,0.0,203.0,1.0,11,0,0,1,4.4,8.0
B08SQHG3MR,"Skechers Men's, Watab Stirling Steel Toe Work Shoes Black/Black",shoes,Shoes,low_likelihood,False,0.0,233.0,2.0,9,0,0,0,4.3,9.0
B08SZRT2H3,"Hirsch Lucca Artisan Calf Leather Watch Strap - 20mm, 22mm, 24mm - Black, Brown, Golden Brown - Quick Release Band",watches,Watch Bands,low_likelihood,False,0.0,25.0,2.0,6,0,0,0,4.5,8.0
B08TG7344S,Yoursfs 18KGP Necklace Clip on Silver Earrings Vintage Knot Jewelry Set for Mother Day Gift,jewelry,Clip-Ons,low_likelihood,False,0.0,60.0,2.0,6,0,0,0,4.3,9.0
B08TG8JRDZ,Actloe Womens Summer Tanks Sleeveless Button Up Shirts Henley Tight Low Cut Tops Casual,clothing,Tanks & Camis,low_likelihood,False,0.0,253.0,2.0,9,0,0,0,4.3,8.0
B08TQGZS33,Vizari Kids Teramo FG Soccer Cleats | Shoes for Boys and Girls | for Firm or Hard Surfaces,shoes,Soccer,low_likelihood,False,0.0,129.0,2.0,4,0,0,0,4.5,8.0
B08TTXP9T9,Hicarer 2 Sets Couple Heart Charm Lock Bracelet and Key Necklace Lock Matching Bangle Titanium Steel Couples Jewelry Set for Valentine's Day Wedding Anniversary,jewelry,Bangle,low_likelihood,False,0.0,150.0,2.0,9,0,0,0,3.8,9.0
B08V3MM91H,FashionMille Women's Stretchy Knit Comfy Denim Jean Jacket,clothing,Denim Jackets,low_likelihood,False,0.0,115.0,2.0,5,0,0,0,4.6,9.0
B08V4G9YFN,Exclusive Weezer Flying W Logo T-shirt,clothing,T-Shirts,low_likelihood,False,0.0,122.0,2.0,11,0,1,1,4.5,9.0
B08V59BN3Z,"VenusCelia Women's Dextrous Knit Flat Shoe (9 M US,Black)",shoes,Flats,low_likelihood,False,0.0,52.0,2.0,6,0,0,0,4.0,6.0
B08VF983NG,"Cape Robbin Scion Sandals Slides for Women, Womens Mules Slip On House Shoes",shoes,Slides,low_likelihood,False,0.0,87.0,1.0,6,0,0,0,4.0,9.0
B08VH5BNTV,Intelex,shoes,Slippers,low_likelihood,False,0.0,125.0,1.0,5,0,0,0,4.4,8.0
B08VHQ196Y,Charmo Womens Neon Green Bikini Swimsuits Triangle High Cut Swimwear 2 Piece M,clothing,Sets,low_likelihood,False,0.0,38.0,2.0,5,0,0,0,3.7,7.0
B08VN4NHC1,Hobo Bags for Women Large Crossbody Bags Leather Boho Purses and Handbags for ShoppingBrown,bags,Hobo Bags,low_likelihood,False,0.0,59.0,2.0,7,0,0,0,4.1,7.0
B08VQGWGML,YoungLA Men’s Bodybuilding Shorts | Slim Fit Gym Active Comfort Sport Style| Gym Squat Lunges Weightlifting | 103,clothing,Active Shorts,low_likelihood,False,0.0,355.0,2.0,11,0,1,0,4.5,8.0
B08VWVC39Z,HETHCODE Men's Quick Dry Workout Muscle Gym Fitness Active Sports Tank Tops Sleeveless Shirts,clothing,Tank Tops,low_likelihood,False,0.0,149.0,1.0,5,0,0,0,4.1,8.0
B08WC4FVSG,Oakley Men's Oo9446 Portal Round Sunglasses,accessories,Sunglasses,low_likelihood,False,0.0,243.0,2.0,12,0,1,1,4.4,8.0
B08WGX441B,Life is Good Men's I'll Be Watching You Dog,clothing,Active Shirts & Tees,low_likelihood,False,0.0,231.0,2.0,11,0,1,1,4.7,9.0
B08WM7CVLC,Columbia Men's Flow Borough Low Sneaker,shoes,Fashion Sneakers,low_likelihood,False,0.0,199.0,3.0,10,0,1,0,4.7,8.0
B08WX7ZNGL,Sidewinder Shapeable Outback hat Western Style Leather Cowboy hat for Men and Women Wide Brim Vintage Old Style,accessories,Cowboy Hats,low_likelihood,False,0.0,235.0,1.0,15,1,1,0,4.4,9.0
B08WXCSGX4,Melo Tough Men's Suspenders Fully Elastic 2 inch Wide X back Heavy Duty Tradesperson's Pants Suspender,accessories,Suspenders,low_likelihood,False,0.0,268.0,1.0,6,0,0,0,4.4,8.0
B08X15Z6GT,"LZZSWDT Women's Fashion, Blue, One Size",clothing,Pullovers,low_likelihood,False,0.0,263.0,3.0,8,0,0,0,3.6,8.0
B08XDLQPX4,"Troy Lee Designs Cycling Mountain Bike Trail Biking MTB Bicycle Shorts for Mens, Flowline Shorts Shell",clothing,Shorts,low_likelihood,False,0.0,39.0,2.0,11,0,1,0,4.3,7.0
B08XVHFB42,JBU by Jambu Women's Alison Waterproof Ankle Boot,boot shop,Snow & Cold Weather,low_likelihood,False,0.0,63.0,2.0,10,0,1,0,4.2,9.0
B08XYYPBC9,Hikenture Cycling Gloves for Men Women Mountain Road Bike Gloves Half Finger Padded Bicycle Glove,clothing,Gloves,low_likelihood,False,0.0,770.0,2.0,6,0,0,0,4.5,7.0
B08XYZ48WJ,MEANBEAUTY Women’s Open Front Beach Kimono Casual Cardigan Loose Style Swimwear Summer Cover Ups Stylish Swimsuit Covereup,clothing,Cover-Ups,low_likelihood,False,0.0,106.0,1.0,7,0,0,0,4.5,8.0
B08Y93JFC9,adidas Superstar Mule,shoes,Shoes,low_likelihood,False,0.0,163.0,1.0,6,0,0,0,3.8,9.0
B08YD9YPZ1,"4 Pack Unisex Print Bucket Hats, Cotton Beach Sun Hat for Women Summer Travel, Outdoor Reversible Cap Double Sides Wear for Women Men Multicolor",accessories,Bucket Hats,low_likelihood,False,0.0,297.0,1.0,7,0,0,1,4.7,8.0
B08YFHGG8X,"Castillna Glossy Plain Stainless Steel Bangle Bracelets Set for Women, Silver, Set of 7 Pieces",jewelry,Bangle,low_likelihood,False,0.0,71.0,1.0,14,1,1,0,4.5,9.0
B08YK9CMQK,Xhuibop Kids Tshirts Girls Boys 3-16 Years Summer Clothes for Teens Loose Fitting Tops,clothing,Tees,low_likelihood,False,0.0,235.0,2.0,4,0,0,0,4.5,9.0
B08YXZW8JH,Collections Etc Sleeveless Floral Pajama Top And Shorts Set,clothing,Sets,low_likelihood,False,0.0,24.0,1.0,4,0,0,0,3.8,9.0
B08Z3QLR3W,Toddler Kid Girls Summer Straw Hat with Bowknot Beach Foldable Visor Floppy Hats Wide Brim Sun Protection Hats,accessories,Hats & Caps,low_likelihood,False,0.0,84.0,1.0,23,1,1,0,4.4,8.0
B08Z8SJG6V,Skechers Women's Pier Ave Wedge Sandal,shoes,Platforms & Wedges,low_likelihood,False,0.0,181.0,1.0,8,0,0,0,4.5,8.0
B08ZCDHW9D,Weimostar Women's Long Sleeve MTB Cycling Mountain Bike Jersey Biking Shirt Jacket Tops Breathable,clothing,Jerseys,low_likelihood,False,0.0,46.0,1.0,6,0,0,1,4.3,9.0
B08ZHFJYW9,"Platform Pillow Sandals Slides for Men Women Lightweight Open Toe Shower Shoes, Cream",shoes,Slides,low_likelihood,False,0.0,165.0,1.0,5,0,0,0,4.3,7.0
B08ZL5CW77,QINSEN High Waisted Leggings for Women GMY Workout Sport Bra Tops 2 Piece Outfits Coffee S,clothing,Workout Top & Bottom Sets,low_likelihood,False,0.0,97.0,2.0,5,0,0,0,4.5,7.0
B0913NLM1H,STAR WARS Men's Sw Holiday Sweater,clothing,Pullovers,low_likelihood,False,0.0,543.0,1.0,4,0,0,0,4.4,8.0
B0916CFZRP,32 DEGREES Mens 2-Pack Active Breathable Performance Nylon Air Mesh Brief,clothing,Briefs,low_likelihood,False,0.0,226.0,3.0,6,0,0,0,4.2,8.0
B0917FWL2Q,Nautica Big Boys' School Uniform Short Sleeve Performance Oxford Button-Down Shirt,clothing,Button-Down Shirts,low_likelihood,False,0.0,175.0,1.0,35,1,1,1,4.5,9.0
B0917N2KX3,Tsher Women's Black Leather Skirts High Waist Stretch Slim Fit Slit Bodycon Mini Skirt 710,clothing,Skirts,low_likelihood,False,0.0,136.0,1.0,4,0,0,0,3.8,9.0
B091G1SZQF,THUNDER STAR Womens Mid Rise Stretchy Patchwork Jeans Shorts Raw Frayed Hem Casual Denim Shorts,clothing,Denim,low_likelihood,False,0.0,151.0,1.0,5,0,0,0,4.3,8.0
B091H4YLRH,Zubaz Standard Men's Classic Zebra Printed Athletic Lounge Pants,clothing,Clothing,low_likelihood,False,0.0,132.0,1.0,4,0,0,0,4.4,8.0
B091MWM4G4,925 Sterling Silver Inspirational Ring I am Enough Rings/God Grant Me The Serenity for Women Girls Size 6-9,jewelry,Rings,low_likelihood,False,0.0,565.0,1.0,4,0,0,0,4.4,8.0
B091T8Y5B2,Jun Baobao Women's Fashion Purse Backpack Multipurpose Design Handbags and Shoulder Bag cow print purse PU Leather Travel bag puzzle backpack (Beige cow),bags,Fashion Backpacks,low_likelihood,False,0.0,385.0,1.0,7,0,0,0,4.4,7.0
B0921C73MN,Davido Mens socks,clothing,Socks,low_likelihood,False,0.0,69.0,2.0,7,0,0,0,4.6,8.0
B0925MM7CD,Sport Walking Sandals for Women – Comfortable Athletic Sandals with Arch Support Outdoor Beach Water Sandals for Hiking,shoes,Sport Sandals & Slides,low_likelihood,False,0.0,227.0,2.0,8,0,0,1,4.1,8.0
B0925MNM3P,SCREENSHOT Hip-Hop Urban NYC Fashion Bomber Jacket - Modern Outdoor Lightweight Streetwear Graffiti Print Zip Up Top,clothing,Varsity Jackets,low_likelihood,False,0.0,798.0,2.0,12,0,1,0,4.6,8.0
B092B6TJ57,Disney Frozen girls No Show Socks,clothing,Socks,low_likelihood,False,0.0,166.0,1.0,7,0,0,0,4.7,9.0
B092MWQ618,"YQYGDSG Fashion Street Graffiti T-Shirt, Crazy Graffiti Cartoon Writing Printing 3D T-Shirt",clothing,Tees,low_likelihood,False,0.0,301.0,2.0,7,0,0,0,4.5,9.0
B0932M7GKS,Karl Lagerfeld Paris Women's Corissa Slip on Espadrille Wedge Sandal,shoes,Platforms & Wedges,low_likelihood,False,0.0,100.0,1.0,4,0,0,0,4.1,9.0
B093BRMWX3,Dellytop Women's Business Casual Blazer Jackets and High Waisted Pencil Mini Skirt Suit Set Two Piece Outfits,clothing,Suit Sets,low_likelihood,False,0.0,163.0,3.0,12,0,1,2,3.9,8.0
B093C1QR6W,Ross-Simons Italian Sterling Roped Ring,jewelry,Statement,low_likelihood,False,0.0,181.0,1.0,10,0,1,0,4.3,8.0
B093QNN7F5,Clarks Women's Gracelin Mia Ballet Flat,shoes,Flats,low_likelihood,False,0.0,353.0,1.0,5,0,0,0,4.1,8.0
B093QR1F1K,Aerosoles Women's Dani Driving Style Loafer,shoes,Loafers & Slip-Ons,low_likelihood,False,0.0,67.0,1.0,7,0,0,0,4.2,9.0
B0941K2584,WHITE MOUNTAIN Shoes 'Carlisa' Women's Sandal,shoes,Platforms & Wedges,low_likelihood,False,0.0,72.0,1.0,7,0,0,0,4.4,8.0
B0948XVR9V,TOLINA Ladies Anime Cosplay French Black white bow Apron Dress Halloween Makeup Costume Furry Cat Ear Socks Set,costumes & accessories,Costumes,low_likelihood,False,0.0,185.0,2.0,4,0,0,0,4.2,8.0
B094V5WTH1,Halcurt Women Swim Suites One Piece Water Aerobics Sporty Bathing Suits,clothing,One-Pieces,low_likelihood,False,0.0,327.0,2.0,6,0,0,0,4.0,8.0
B0953M4CDW,Hisayhe Trippy T-Shirt 3D Printed Psychedelic Tie Dye Tee for Men,clothing,T-Shirts,low_likelihood,False,0.0,329.0,2.0,10,0,1,0,4.0,8.0
B0958DDHWP,Circus NY Women's Lolita Ankle Boot,boot shop,Combat,low_likelihood,False,0.0,19.0,1.0,16,1,1,1,3.9,8.0
B095BM7Z5L,AUANZOCO Mens Quick Dry Golf Shirts for Men Short-Sleeve Casual Polo Shirt,clothing,Polos,low_likelihood,False,0.0,160.0,1.0,22,1,1,1,4.5,8.0
B095XDFXWY,WUWEIJIAJIA Elegant Boho Flower Stud Earrings with White Pearl for Women Girls Lover and Friends Flower Shaped Daisy Dangle Drop Earrings with Gold Flower Bud Jewelry Gifts,jewelry,Drop & Dangle,low_likelihood,False,0.0,135.0,1.0,6,0,0,0,4.3,9.0
B095XM7YYS,Haggar Men's Essential Belt-Dress and Casual,accessories,Belts,low_likelihood,False,0.0,87.0,2.0,11,0,1,0,4.4,9.0
B0967S7BWM,"Boot Dryer, Sunday Living Boots Dryer with Heat Blower, Electric Shoe Dryer with 3-Hour Timer, 4 Detachable Tubes, Overheat Protection, Boot Warmer Glove Heater, Quick Drying and Quiet","shoe, jewelry & watch accessories",Shoe Dryers,low_likelihood,False,0.0,129.0,3.0,6,0,0,1,4.2,8.0
B0969JXYY2,Columbia PFG Americana Saltwater Fish Flag T-Shirt,clothing,T-Shirts,low_likelihood,False,0.0,113.0,1.0,13,1,1,0,4.5,8.0
B096R6CTFM,Astylish Women Patchwork Destroyed Raw Hem Stretch Loose Boyfriend Ankle Jeans Classic Ripped Hole Denim Pants X-Large,clothing,Jeans,low_likelihood,False,0.0,48.0,1.0,4,0,0,0,3.8,7.0
B096ZQVRH4,Bcaseruy Halloween Womens Large Black Witches Hat Cosplay Caps Party Favor Costume Accessory,accessories,Headwear,low_likelihood,False,0.0,90.0,1.0,6,0,0,0,4.3,7.0
B0971JF9BH,ASICS Men's Gel-Cumulus 23 All Winter Long Running Shoes,shoes,Road Running,low_likelihood,False,0.0,44.0,2.0,5,0,0,2,4.5,9.0
B0971VZ8SR,Dare2bStylish Women Plus Size Long 3/4 Sleeve Flared Swing Tunic Dress Blouse Top,clothing,Tunics,low_likelihood,False,0.0,37.0,1.0,27,1,1,1,4.3,9.0
B09778WSLF,bebe Faline,shoes,Flats,low_likelihood,False,0.0,5.0,2.0,7,0,0,0,4.1,8.0
B0978J4WJS,Women's High Waisted Short A-line Flare Gothic Black Purple Pink Plaid Pleated Skirt,clothing,Skirts,low_likelihood,False,0.0,401.0,3.0,10,0,1,0,4.3,8.0
B097C8Y2RB,Men's Autumn Sweatshirt Casual Sports Jacket Sweater Fashion Striped Round Neck Comfortable Sports Long Sleeves Outdoor,clothing,Fashion Hoodies & Sweatshirts,low_likelihood,False,0.0,461.0,1.0,5,0,0,1,2.5,6.0
B097NDT7QM,Scully mens Lambskin Lapel Vest,clothing,Vests,low_likelihood,False,0.0,89.0,1.0,13,1,1,0,4.5,9.0
B097NRWDQ6,Riders by Lee Indigo Women's Plus Size Denim Jacket,clothing,Denim Jackets,low_likelihood,False,0.0,615.0,2.0,6,0,0,0,4.4,8.0
B097XV7YX8,Victorian Marquise Crystal Rhinestone Cluster Large Oval Dangle Statement Earrings,jewelry,Drop & Dangle,low_likelihood,False,0.0,173.0,2.0,6,0,0,0,4.3,8.0
B098KY78RM,Cole Haan Men's Warner Grand Penny Loafer,shoes,Loafers & Slip-Ons,low_likelihood,False,0.0,334.0,1.0,5,0,0,0,4.4,8.0
B098RTK4MT,Womens Sweaters Cardigans Open Front Cufflinks Long Sleeve Knit Casual Tops with 2 Pockets,clothing,Cardigans,low_likelihood,False,0.0,61.0,2.0,10,0,1,0,4.4,8.0
B098SDY916,Hypoallergenic Lucky Horse Stud Earrings 925 Sterling Silver Lucky Horse in Heart earrings Embrace Horse earrings for Cowgirls Equestrian Birthday Gift,jewelry,Stud,low_likelihood,False,0.0,134.0,1.0,9,0,0,0,4.6,9.0
B098WP6FNN,BAGSMART Women's Tote Shoulder Bag Tote Bag Large Shoulder Bags Women Fashion Handbags Pink,bags,Shoulder Bags,low_likelihood,False,0.0,172.0,3.0,6,0,0,0,4.4,7.0
B0991FQTNP,"NMM Global Mulberry Silk Bikini Panties for Women, Ultra Breathable Underwear with 360 Stretch",clothing,Briefs,low_likelihood,False,0.0,70.0,2.0,12,0,1,0,4.1,8.0
B0992VBJK5,Women Round Diamond Stud Earrings set in Sterling Silver Floral Cluster 1/4 Cttw to 1/2 Cttw,jewelry,Stud,low_likelihood,False,0.0,47.0,1.0,10,0,1,0,4.4,8.0
B099WR4VNY,Casual 2 Piece Outfit for Women - Short Sleeve Crop Top + Wide Leg Long Pants Set Jumpsuits Rompers,clothing,Jumpsuits,low_likelihood,False,0.0,408.0,3.0,7,0,0,0,3.7,8.0
B099ZNLW3C,6 Pairs Sublimation Knee Socks Printable Athletic Crew High Sock for Men Women Teen Boy Girl Athletic Sports Decoration,clothing,Socks,low_likelihood,False,0.0,113.0,2.0,6,0,0,0,4.3,8.0
B09B5TP3TR,HOP FASHION Unisex 90s Theme Party Hip Hop Bel Air Baseball Jersey Short Sleeve Tops for Birthday Party,clothing,Baseball,low_likelihood,False,0.0,898.0,2.0,9,0,0,2,4.3,8.0
B09BCHZD5D,BARERUN Infant Toddler Slippers Kids Slippers Fuzzy Slides for Girls Boys Cozy Fleece Lightweight Slip-On House Newborn Crib Shoes,shoes,Slippers,low_likelihood,False,0.0,1009.0,1.0,4,0,0,0,4.3,7.0
B09BQ74GP2,"Cying Lin 14"" Short Wavy Curly Wig Black and White Wigs For Women Natural Cosplay Halloween Wigs Heat Resistant Fun Party Wig Include Wig Cap (Black and White, 14 inch)",costumes & accessories,Wigs,low_likelihood,False,0.0,264.0,2.0,5,0,0,0,4.3,8.0
B09BZ3KJKK,SLUYNZ 925 Sterling Silver Evil Eye Dangle Earrings Chain for Women Teen Girls Blue Eye Threader Earrings,jewelry,Drop & Dangle,low_likelihood,False,0.0,169.0,1.0,6,0,0,1,4.3,9.0
B09C7JQGLW,"925 Sterling Silver and 10K Yellow Gold Build Your Own Customized and Personalized Engraved 2-Stone Round Birthstones and White Lab Grown Diamond Women Ring (Available In Size 5, 6, 7, 8, 9)",jewelry,Statement,low_likelihood,False,0.0,173.0,2.0,11,0,1,1,4.3,8.0
B09CD68H2K,Gafeng Mens Argyle Sweater V-Neck Casual Winter Slim Fit Lightweight Sleeveless Knitwear Vest,clothing,Vests,low_likelihood,False,0.0,92.0,1.0,11,0,1,0,4.4,8.0
B09CDGVKLD,Glitter Faux Leather Football Drop Dangle Earrings for Women Girls Gift Accessories Football Jewelry for Moms,jewelry,Drop & Dangle,low_likelihood,False,0.0,149.0,2.0,7,0,0,0,4.4,9.0
B09CG7FZTP,YAOYAO 100pcs PVC Different Shoe Charms for Shoe and Wristband Bracelet Decoration Party Gifts,"shoe, jewelry & watch accessories",Shoe Decoration Charms,low_likelihood,False,0.0,627.0,1.0,5,0,0,1,4.6,9.0
B09CG9JDP4,Naturalizer Women's Joyce Slingbacks Heeled Sandal,shoes,Heeled Sandals,low_likelihood,False,0.0,265.0,1.0,6,0,0,0,4.2,9.0
B09CGSJP81,SATINIOR 2 Pairs Kids Winter Ski Gloves Mitten Waterproof Girls Snow Gloves for Outdoor Activities,clothing,Hiking & Outdoor Recreation,low_likelihood,False,0.0,182.0,2.0,8,0,0,0,4.1,8.0
B09CKRKLFN,Women's Fleece Hooded Coat Loose Plus Size Zipper Winter Warm Long Sleeve Plush Hoodies Jacket Cardigan Sweaters,clothing,Fleece,low_likelihood,False,0.0,70.0,1.0,8,0,0,0,3.1,8.0
B09CL35GSY,TOPGRILLZ Safety Pin Hoop Paper Clip Design Dangle Drop Earrings 14K Gold Plated Colorful Earrings CZ Stone Diamond Bling Cartilage Earrings Hip Hop Unisex Jewelry For Women Men,jewelry,Hoop,low_likelihood,False,0.0,42.0,2.0,7,0,0,0,3.6,8.0
B09CTYT2Z6,Sterling Silver Necklace Black Carnelian Agate Turquoise Malachite Pendant Necklace Heart Jewelry Mother Gift for Women Mom Daughter,jewelry,Pendant Necklaces,low_likelihood,False,0.0,60.0,1.0,11,0,1,0,4.4,7.0
B09D3TLMQ1,Lelinta Spiked Steampunk Victorian Style Goggles With Colored Lenses & Ocular Loupe Eyewear Costume Goggles,accessories,Eyewear,low_likelihood,False,0.0,184.0,1.0,6,0,0,0,4.6,9.0
